order_id,customer_id,product_id,quantity,unit_price,order_date,delivery_date
8679,1768,1868,0,,invalid,
8679,6359,753,5000,,invalid,2025-12-01
8681,659,368,-1,50,yesterday,2025-12-01
8681,2590,28,0,50,2026-01-01,invalid
8683,7425,1236,2,100,invalid,2026-01-10
8684,4464,2156,2,20,01/01/2026,2025-12-01
8685,3584,1303,2,-50,01/01/2026,
8686,4420,519,5,,invalid,
8687,1883,755,0,,invalid,invalid
8688,10109,448,0,,2026-01-01,2025-12-01
8688,6560,1067,1,20,01/01/2026,invalid
8690,687,1008,1,100,invalid,
8691,4694,1298,5,$25,2026-01-01,
8691,4419,1425,1,-50,yesterday,
8693,8117,216,-1,-50,2026-01-01,invalid
8694,7903,584,0,20,01/01/2026,2026-01-10
8695,4879,68,-1,-50,yesterday,2026-01-10
8696,871,737,5000,-50,01/01/2026,invalid
8696,3482,807,5,-50,01/01/2026,2025-12-01
8698,5041,1473,2,50,invalid,invalid
8699,4471,2045,5,,yesterday,
8700,3903,1537,-1,-50,01/01/2026,2025-12-01
8700,8798,2029,0,-50,01/01/2026,
8702,2466,526,5,-50,yesterday,2025-12-01
8703,1529,37,-1,100,yesterday,
8704,2258,1241,0,50,2026-01-01,
8705,10706,1939,5,$25,yesterday,invalid
8706,5655,1678,0,$25,2026-01-01,invalid
8707,3485,2009,-1,-50,invalid,
8707,3083,11,5,20,yesterday,
8709,353,427,5000,100,invalid,
8710,9299,1004,1,$25,yesterday,2025-12-01
8711,2429,403,-1,20,invalid,invalid
8712,6894,1551,5000,-50,invalid,invalid
8713,7333,1654,1,-50,2026-01-01,
8714,1054,2179,1,50,01/01/2026,2025-12-01
8715,9531,1832,2,-50,yesterday,invalid
8716,5594,1464,0,-50,2026-01-01,2026-01-10
8717,7339,924,2,100,2026-01-01,
8718,4248,483,0,50,invalid,2025-12-01
8719,6041,1842,5000,-50,invalid,invalid
8720,8261,403,-1,,2026-01-01,2025-12-01
8721,2470,1324,5,100,yesterday,
8721,5421,160,2,,01/01/2026,
8723,8766,710,1,,01/01/2026,invalid
8724,5126,1083,1,20,invalid,
8725,5733,662,0,,01/01/2026,invalid
8726,635,938,2,100,invalid,invalid
8727,1921,1773,2,20,2026-01-01,2025-12-01
8727,8297,1277,2,50,01/01/2026,2025-12-01
8729,9970,1109,2,50,2026-01-01,2026-01-10
8730,8774,591,5000,$25,01/01/2026,invalid
8731,2927,1171,1,$25,yesterday,2025-12-01
8732,3250,66,0,,01/01/2026,2026-01-10
8733,2965,184,5,100,2026-01-01,2026-01-10
8734,10000,587,-1,100,yesterday,2026-01-10
8735,6764,597,2,$25,2026-01-01,
8735,10180,1372,2,$25,yesterday,2026-01-10
8737,8204,1066,5000,100,yesterday,2025-12-01
8738,1384,959,5,-50,2026-01-01,2025-12-01
8739,5911,1087,2,20,invalid,
8740,238,1099,5000,20,01/01/2026,2026-01-10
8741,6173,183,-1,20,01/01/2026,2026-01-10
8742,5242,1350,1,20,2026-01-01,2025-12-01
8743,9991,2106,5,20,2026-01-01,2025-12-01
8744,8321,722,1,-50,2026-01-01,invalid
8744,8314,13,2,,01/01/2026,
8746,2699,1599,-1,$25,01/01/2026,2026-01-10
8747,9941,1222,5000,50,01/01/2026,invalid
8747,3311,676,-1,-50,invalid,2026-01-10
8749,5954,1547,5,50,2026-01-01,
8750,5130,562,0,50,2026-01-01,
8750,10400,356,-1,20,invalid,
8752,3993,1664,5,-50,yesterday,invalid
8753,9975,1067,0,100,invalid,invalid
8754,3623,1698,0,50,invalid,invalid
8755,152,1229,5,$25,invalid,2026-01-10
8756,10104,553,5000,50,yesterday,2026-01-10
8756,10684,428,1,20,01/01/2026,invalid
8757,9915,728,2,$25,2026-01-01,2025-12-01
8759,9580,138,5,100,2026-01-01,2026-01-10
8760,8475,771,2,-50,01/01/2026,2025-12-01
8761,8559,1494,-1,100,invalid,
8762,9927,2003,1,-50,yesterday,2025-12-01
8763,5562,353,0,-50,yesterday,2025-12-01
8764,9502,1083,5000,-50,yesterday,2025-12-01
8764,9566,1355,5,,01/01/2026,2025-12-01
8766,6064,1967,2,$25,01/01/2026,invalid
8767,8747,974,5,100,2026-01-01,invalid
8768,3124,1746,-1,100,invalid,invalid
8769,4743,695,1,100,01/01/2026,2025-12-01
8770,922,1628,-1,50,01/01/2026,2025-12-01
8771,5317,39,5000,100,invalid,
8772,10290,79,2,,01/01/2026,2025-12-01
8773,10476,607,0,50,invalid,invalid
8774,5299,1823,1,50,yesterday,
8775,696,482,5000,100,2026-01-01,2025-12-01
8776,4416,917,1,100,01/01/2026,
8776,1942,1495,-1,$25,yesterday,2025-12-01
8778,5173,607,0,50,01/01/2026,2026-01-10
8779,6699,824,1,-50,2026-01-01,
8780,4918,2101,0,-50,01/01/2026,invalid
8781,10362,1267,5000,-50,yesterday,invalid
8782,7256,1447,0,-50,01/01/2026,invalid
8782,8849,183,1,100,01/01/2026,2025-12-01
8783,4100,1841,2,-50,2026-01-01,
8785,3258,249,2,20,yesterday,invalid
8786,4665,1165,0,100,yesterday,2026-01-10
8787,7215,598,0,100,yesterday,
8787,1915,1178,5000,,2026-01-01,
8788,10447,1714,1,,invalid,
8790,1815,1081,-1,20,invalid,
8790,1969,251,2,,yesterday,invalid
8791,6471,551,0,$25,invalid,
8793,2823,631,-1,-50,2026-01-01,2025-12-01
8793,1077,990,5,50,yesterday,2025-12-01
8795,6407,1096,-1,50,2026-01-01,invalid
8796,8119,174,0,,invalid,
8797,5557,2199,5000,20,2026-01-01,
8798,2920,1230,1,-50,01/01/2026,2026-01-10
8799,8036,1701,5000,-50,invalid,
8800,450,1303,2,50,2026-01-01,
8800,4101,1145,5,50,2026-01-01,2025-12-01
8802,1000,1358,1,50,invalid,
8803,8700,1267,2,,invalid,invalid
8804,4927,614,0,20,2026-01-01,2026-01-10
8804,1323,845,5,$25,invalid,invalid
8805,1411,1052,1,$25,yesterday,
8807,10329,185,5,100,01/01/2026,
8808,1038,245,5000,,01/01/2026,
8809,8807,1735,2,100,invalid,2025-12-01
8810,6892,763,0,,2026-01-01,invalid
8811,10142,1978,-1,,invalid,invalid
8812,9229,205,0,-50,yesterday,invalid
8813,7834,147,2,50,yesterday,2026-01-10
8813,7800,633,-1,50,01/01/2026,2026-01-10
8815,5450,392,2,50,invalid,
8816,7053,1014,1,20,01/01/2026,2025-12-01
8817,9164,416,5000,50,2026-01-01,invalid
8818,78,1213,1,,yesterday,2025-12-01
8819,1618,2186,0,50,2026-01-01,
8819,1760,1483,-1,$25,01/01/2026,invalid
8820,531,99,5000,20,2026-01-01,2025-12-01
8822,8179,830,5000,$25,invalid,invalid
8823,2803,2149,1,20,01/01/2026,2026-01-10
8824,5060,1573,2,$25,invalid,invalid
8825,7174,2139,2,50,yesterday,2026-01-10
8826,6311,450,-1,20,yesterday,2025-12-01
8827,1495,460,5,,yesterday,invalid
8828,3383,164,5,100,2026-01-01,2026-01-10
8829,6866,896,0,100,2026-01-01,2026-01-10
8830,6521,1595,5000,-50,2026-01-01,
8831,4090,1754,5,20,yesterday,2025-12-01
8832,7220,56,2,-50,yesterday,2026-01-10
8833,3350,278,5000,100,invalid,invalid
8833,5668,1685,0,20,2026-01-01,
8835,2661,1533,5000,$25,01/01/2026,invalid
8836,1585,1191,2,$25,01/01/2026,2026-01-10
8836,8992,814,1,100,invalid,invalid
8837,9153,543,1,50,01/01/2026,2025-12-01
8839,6156,823,1,$25,yesterday,
8839,3547,793,2,50,invalid,2026-01-10
8841,5830,1724,2,100,invalid,invalid
8842,9164,2148,0,$25,yesterday,2026-01-10
8843,541,613,5000,20,invalid,invalid
8844,10196,2107,5000,50,invalid,
8845,7958,1430,5000,20,invalid,invalid
8845,7740,1859,5000,-50,invalid,
8847,8152,620,-1,$25,invalid,invalid
8848,4259,1994,5,-50,2026-01-01,2025-12-01
8849,8931,778,5,100,invalid,2025-12-01
8850,1520,1419,2,100,yesterday,2026-01-10
8851,1257,174,0,$25,01/01/2026,2025-12-01
8852,7359,1413,-1,100,invalid,
8853,1034,1511,5000,50,invalid,
8854,4191,1419,2,100,yesterday,2025-12-01
8855,5620,1332,0,,2026-01-01,2026-01-10
8856,7730,1878,0,50,invalid,invalid
8856,1632,1399,-1,20,invalid,2025-12-01
8858,4828,1433,0,50,01/01/2026,invalid
8859,8538,16,0,100,invalid,2026-01-10
8860,2464,1461,5,,invalid,invalid
8861,6396,984,5000,100,yesterday,2025-12-01
8862,8839,528,5000,$25,2026-01-01,2026-01-10
8863,8488,723,-1,20,yesterday,2025-12-01
8864,4525,848,0,100,2026-01-01,2025-12-01
8865,149,1180,5000,$25,yesterday,2025-12-01
8866,2058,2053,5000,-50,yesterday,
8867,8517,122,0,50,yesterday,
8868,7440,1739,5000,20,01/01/2026,2025-12-01
8869,4219,1376,0,,yesterday,
8870,4032,361,1,,2026-01-01,2025-12-01
8871,8823,1520,2,,01/01/2026,2026-01-10
8872,2165,364,2,20,invalid,2025-12-01
8872,5358,422,-1,$25,2026-01-01,
8874,1123,562,1,20,2026-01-01,
8875,7029,1876,-1,20,invalid,
8876,232,1915,-1,,2026-01-01,
8876,3556,2013,-1,20,01/01/2026,2025-12-01
8878,775,33,2,,yesterday,2025-12-01
8878,10436,479,1,100,01/01/2026,
8880,6298,1792,0,100,invalid,2025-12-01
8880,3723,869,5000,50,01/01/2026,invalid
8882,9015,1301,0,-50,01/01/2026,invalid
8882,542,1485,1,$25,01/01/2026,2025-12-01
8884,7766,1596,5000,50,01/01/2026,2025-12-01
8885,341,1695,5,50,2026-01-01,
8886,1907,1576,-1,-50,01/01/2026,
8887,3992,966,-1,20,yesterday,2026-01-10
8888,5467,1284,5000,,yesterday,2026-01-10
8889,1348,182,0,50,invalid,2025-12-01
8890,3569,2059,2,100,2026-01-01,invalid
8891,5409,2048,-1,50,2026-01-01,2025-12-01
8891,8919,51,5000,$25,yesterday,2025-12-01
8893,9251,1877,5000,$25,yesterday,
8893,8024,589,2,100,2026-01-01,
8894,7464,1190,0,-50,invalid,invalid
8896,1482,1959,5000,20,yesterday,2025-12-01
8897,9959,976,0,20,invalid,invalid
8898,1934,97,5000,50,2026-01-01,invalid
8899,8529,1197,-1,,yesterday,
8900,10492,100,5,20,01/01/2026,2025-12-01
8901,3666,1001,5,,01/01/2026,
8902,1314,1217,5000,100,invalid,2026-01-10
8903,3214,2071,5,,01/01/2026,
8904,8558,1369,0,100,2026-01-01,2026-01-10
8905,4800,485,-1,,invalid,invalid
8906,5135,1803,1,,2026-01-01,2026-01-10
8907,2031,2158,2,20,01/01/2026,invalid
8907,2158,596,2,,01/01/2026,2026-01-10
8909,5282,1809,2,50,invalid,invalid
8909,10004,1305,0,100,01/01/2026,2026-01-10
8911,8221,187,5000,20,invalid,2026-01-10
8912,6618,1970,1,20,2026-01-01,2026-01-10
8913,6173,157,-1,50,invalid,2026-01-10
8914,2905,2005,-1,-50,invalid,2026-01-10
8915,3130,468,5,$25,invalid,invalid
8915,2600,2011,5000,,yesterday,2026-01-10
8917,2792,579,1,$25,yesterday,
8918,9319,943,-1,-50,01/01/2026,
8919,5922,1698,2,$25,invalid,2025-12-01
8919,9200,1877,5000,100,yesterday,invalid
8921,5845,1587,0,,2026-01-01,
8921,1352,1835,1,100,invalid,
8923,10997,1502,5000,20,2026-01-01,
8923,9872,459,5000,-50,01/01/2026,invalid
8925,2613,26,5,50,invalid,
8926,2426,396,5000,100,yesterday,invalid
8926,10562,552,0,50,01/01/2026,invalid
8928,10200,1961,1,20,01/01/2026,
8929,1361,1784,5000,50,yesterday,2025-12-01
8930,1715,1071,-1,$25,2026-01-01,2025-12-01
8931,639,276,-1,100,invalid,2025-12-01
8931,9590,1474,5,100,invalid,2026-01-10
8932,5716,2168,2,-50,yesterday,2025-12-01
8934,9169,1300,5000,,2026-01-01,2026-01-10
8934,9781,2115,1,100,01/01/2026,2026-01-10
8936,5524,1248,-1,100,invalid,
8937,1439,1891,1,50,invalid,invalid
8938,8705,1360,-1,-50,2026-01-01,2025-12-01
8939,3571,1848,0,50,yesterday,invalid
8940,4006,1827,-1,-50,01/01/2026,
8940,3106,1989,5000,-50,invalid,2025-12-01
8942,208,1690,0,$25,2026-01-01,invalid
8942,6170,2130,-1,20,2026-01-01,
8944,1784,1472,5,50,yesterday,
8945,580,1826,0,,invalid,2025-12-01
8946,1900,835,5000,-50,01/01/2026,
8947,2375,188,-1,$25,yesterday,invalid
8948,1408,2130,5000,50,invalid,
8949,5683,371,5,-50,2026-01-01,2026-01-10
8950,2974,1236,2,$25,invalid,
8951,8717,2164,0,$25,yesterday,2025-12-01
8952,982,927,0,,01/01/2026,2025-12-01
8953,8806,513,1,50,01/01/2026,2025-12-01
8954,10315,2011,1,100,01/01/2026,invalid
8954,4760,2114,-1,20,yesterday,2025-12-01
8956,9579,26,2,,yesterday,2025-12-01
8957,6084,2071,5000,100,invalid,2026-01-10
8958,10815,296,1,20,yesterday,2026-01-10
8958,8428,2048,5000,-50,invalid,2025-12-01
8959,3889,298,-1,100,invalid,
8960,9175,2162,-1,$25,invalid,invalid
8962,4366,1020,-1,50,2026-01-01,invalid
8963,4147,794,2,100,invalid,2025-12-01
8963,8274,1053,-1,20,invalid,
8965,5818,353,5,20,2026-01-01,2026-01-10
8966,2698,1933,5000,$25,01/01/2026,2025-12-01
8967,1339,725,5,20,yesterday,2025-12-01
8968,3923,1448,0,$25,invalid,2025-12-01
8969,8754,1911,1,100,2026-01-01,invalid
8970,8083,311,5,$25,01/01/2026,invalid
8971,5129,725,2,$25,2026-01-01,
8971,3272,1589,2,-50,invalid,
8973,9251,515,2,$25,2026-01-01,2025-12-01
8973,5497,194,5,,invalid,
8974,8944,1469,5,50,01/01/2026,
8975,1468,2181,1,,yesterday,invalid
8977,5074,1784,5000,$25,invalid,2026-01-10
8978,8037,1177,0,50,yesterday,2026-01-10
8979,10490,742,1,20,01/01/2026,invalid
8980,2653,1962,0,$25,invalid,invalid
8981,1000,714,0,100,yesterday,2025-12-01
8982,4686,2144,2,50,yesterday,2026-01-10
8983,1871,1970,0,$25,2026-01-01,
8984,3982,1404,0,20,yesterday,invalid
8985,3353,1789,2,20,2026-01-01,invalid
8986,5854,1699,1,-50,2026-01-01,invalid
8987,8020,773,5,,yesterday,invalid
8988,4051,1291,5000,$25,invalid,2025-12-01
8989,917,1359,1,,yesterday,
8990,4920,2035,5000,-50,yesterday,2025-12-01
8990,1523,1278,1,$25,yesterday,2025-12-01
8991,6243,357,0,$25,yesterday,
8993,530,96,5,100,01/01/2026,2025-12-01
8994,3305,1542,0,100,01/01/2026,invalid
8994,1786,1405,2,-50,01/01/2026,2026-01-10
8995,7452,830,1,100,01/01/2026,2025-12-01
8997,7029,1031,5000,50,yesterday,invalid
8998,6307,930,5,100,yesterday,invalid
8999,149,1044,5,50,01/01/2026,2025-12-01
8999,10154,688,5,,invalid,invalid
9001,9558,1079,-1,50,2026-01-01,2025-12-01
9001,1775,1210,5,,2026-01-01,
9003,10025,152,2,,yesterday,
9004,10580,515,1,-50,invalid,invalid
9005,717,1151,5000,-50,01/01/2026,
9006,10023,761,5000,$25,yesterday,invalid
9006,9362,769,-1,20,01/01/2026,invalid
9008,10739,2132,2,,01/01/2026,invalid
9009,5233,1740,0,50,yesterday,invalid
9009,1671,1395,1,20,2026-01-01,2025-12-01
9011,6496,356,2,$25,01/01/2026,
9012,5840,263,2,20,yesterday,2026-01-10
9012,7589,987,0,20,yesterday,
9014,6091,1609,-1,-50,yesterday,invalid
9015,9819,986,-1,50,2026-01-01,2025-12-01
9016,7487,387,-1,50,invalid,2025-12-01
9017,5691,1054,5000,-50,yesterday,2025-12-01
9017,115,2090,2,100,yesterday,2026-01-10
9019,10528,1662,5000,50,2026-01-01,2026-01-10
9020,4356,1611,0,50,yesterday,2026-01-10
9020,6135,61,5,100,2026-01-01,invalid
9022,6520,2058,5,20,2026-01-01,2025-12-01
9023,7808,2193,1,20,invalid,2026-01-10
9024,4647,2048,0,,invalid,2025-12-01
9025,497,660,0,100,01/01/2026,2025-12-01
9025,8090,2156,1,20,2026-01-01,invalid
9026,5287,2058,5000,$25,yesterday,2025-12-01
9028,2096,122,5,,yesterday,2025-12-01
9028,9542,166,-1,20,invalid,invalid
9030,8787,160,-1,,01/01/2026,invalid
9031,4146,1727,5,,01/01/2026,invalid
9032,6762,1068,0,100,2026-01-01,invalid
9033,6675,2001,5,100,01/01/2026,2025-12-01
9034,7548,896,-1,20,2026-01-01,
9034,4869,8,1,50,yesterday,2025-12-01
9035,7459,206,1,,01/01/2026,invalid
9036,1466,1595,5000,100,invalid,invalid
9038,4608,1469,1,50,invalid,2025-12-01
9039,7660,1736,5,50,yesterday,2026-01-10
9039,8731,459,2,50,yesterday,invalid
9041,7382,1698,-1,50,2026-01-01,
9041,7109,161,5,100,2026-01-01,invalid
9043,6409,1732,2,,yesterday,invalid
9044,1609,1785,5000,50,2026-01-01,invalid
9045,10585,64,1,50,yesterday,2026-01-10
9046,7990,1085,5,50,yesterday,invalid
9046,2514,1586,-1,$25,yesterday,invalid
9048,2746,1660,5,20,invalid,
9048,9025,1566,0,50,invalid,2026-01-10
9050,1038,798,5,20,invalid,
9051,4869,1429,5,100,yesterday,2026-01-10
9052,500,2145,5000,50,yesterday,
9053,7371,514,2,$25,2026-01-01,2026-01-10
9053,4137,1023,5,20,01/01/2026,
9055,4227,1897,0,50,invalid,2026-01-10
9056,10778,587,0,,01/01/2026,2026-01-10
9057,4315,517,1,,yesterday,2025-12-01
9058,9979,513,1,100,2026-01-01,2026-01-10
9059,10280,1063,2,,01/01/2026,2025-12-01
9059,5606,878,1,$25,yesterday,
9060,1273,1449,5,$25,2026-01-01,2025-12-01
9062,6775,655,-1,20,2026-01-01,2026-01-10
9063,2488,1362,1,100,01/01/2026,2025-12-01
9064,4548,678,5000,100,yesterday,2025-12-01
9065,6568,550,0,$25,yesterday,2026-01-10
9066,93,2122,5,20,invalid,2025-12-01
9067,9708,1009,5000,,2026-01-01,
9068,5629,606,5000,20,01/01/2026,
9068,5897,788,0,-50,invalid,2025-12-01
9070,10106,1918,-1,$25,01/01/2026,
9070,6206,473,5000,100,2026-01-01,2026-01-10
9071,8737,702,5,20,01/01/2026,invalid
9073,1515,958,5,,2026-01-01,
9073,4735,146,-1,50,2026-01-01,2026-01-10
9075,1309,820,5000,50,invalid,2026-01-10
9076,9985,1185,-1,100,01/01/2026,2026-01-10
9076,5445,1399,-1,,invalid,2025-12-01
9078,10584,1393,1,,2026-01-01,invalid
9079,1076,1676,2,20,yesterday,2025-12-01
9080,6174,391,5000,$25,yesterday,2026-01-10
9081,10585,2173,-1,20,yesterday,
9082,1771,13,-1,20,invalid,invalid
9083,4559,171,2,20,invalid,invalid
9083,10879,1570,-1,$25,yesterday,2026-01-10
9085,5632,246,5,20,2026-01-01,
9086,3299,1808,5,,invalid,
9087,3761,765,1,,2026-01-01,
9088,2790,1167,2,20,yesterday,2025-12-01
9089,2148,1138,1,100,2026-01-01,
9090,370,1963,5000,,01/01/2026,2026-01-10
9091,3648,413,5,-50,2026-01-01,2026-01-10
9092,8482,1709,1,,01/01/2026,
9093,6545,1780,1,100,2026-01-01,2025-12-01
9094,5682,1733,1,20,yesterday,2025-12-01
9095,10152,370,5,-50,2026-01-01,2026-01-10
9096,10807,2037,5,$25,invalid,2026-01-10
9096,6929,284,1,-50,invalid,
9098,7361,1806,0,20,invalid,
9099,9829,863,2,20,01/01/2026,2025-12-01
9100,2194,371,0,100,2026-01-01,invalid
9101,2929,1159,1,-50,2026-01-01,2026-01-10
9102,7484,1771,1,$25,invalid,
9103,811,1747,5,,yesterday,2026-01-10
9104,2471,1497,1,,invalid,
9104,382,1363,5,100,01/01/2026,invalid
9106,5992,2168,1,,invalid,invalid
9106,8272,734,0,$25,yesterday,2025-12-01
9108,2682,1449,-1,,2026-01-01,2025-12-01
9109,3605,1392,-1,$25,2026-01-01,2026-01-10
9110,8655,1845,5000,-50,invalid,2025-12-01
9111,3232,1211,5000,,yesterday,
9112,1127,1988,5000,50,01/01/2026,2026-01-10
9113,427,481,5000,$25,2026-01-01,2025-12-01
9113,7054,413,-1,-50,2026-01-01,
9114,6761,1109,0,,yesterday,invalid
9116,3305,2198,1,20,2026-01-01,
9117,4111,507,-1,50,yesterday,2026-01-10
9118,7872,2140,2,,yesterday,
9118,293,2061,2,$25,2026-01-01,invalid
9120,2649,1972,0,-50,01/01/2026,2025-12-01
9121,4601,1894,-1,20,yesterday,2026-01-10
9122,10542,1711,5,100,2026-01-01,2025-12-01
9123,4871,1981,5000,-50,2026-01-01,invalid
9123,6838,676,5,$25,01/01/2026,2025-12-01
9125,661,1017,0,,invalid,2025-12-01
9126,5652,551,5,100,yesterday,
9127,9763,1016,0,$25,01/01/2026,invalid
9128,159,426,2,100,2026-01-01,
9129,3815,2065,2,20,2026-01-01,2026-01-10
9130,9568,485,5,,yesterday,2026-01-10
9131,3390,161,1,20,2026-01-01,2026-01-10
9132,7862,1564,5,,01/01/2026,
9133,8684,99,5,,2026-01-01,2025-12-01
9134,8705,451,-1,20,yesterday,invalid
9134,836,726,-1,100,2026-01-01,
9136,5833,2078,1,$25,2026-01-01,invalid
9137,2833,902,2,$25,invalid,invalid
9137,6637,1659,5000,$25,yesterday,
9138,1147,1453,5,20,invalid,invalid
9140,3316,1955,5,$25,invalid,2025-12-01
9141,2941,58,5000,$25,2026-01-01,2025-12-01
9142,4113,2108,5000,50,01/01/2026,2025-12-01
9143,1297,2017,0,,2026-01-01,2025-12-01
9143,10009,1183,-1,$25,2026-01-01,2026-01-10
9144,3915,1259,2,50,01/01/2026,
9145,95,476,2,-50,2026-01-01,invalid
9147,566,895,1,100,yesterday,
9148,9665,467,-1,50,yesterday,2026-01-10
9148,7594,525,5,100,invalid,2026-01-10
9150,9169,288,1,20,2026-01-01,2025-12-01
9151,5875,2107,1,50,2026-01-01,
9152,9816,1237,5,-50,01/01/2026,2026-01-10
9153,7328,1595,2,100,01/01/2026,
9154,4556,1416,-1,50,invalid,
9154,1756,278,2,,yesterday,
9155,7830,1421,2,$25,invalid,2026-01-10
9157,2081,2119,1,$25,2026-01-01,invalid
9158,403,839,5,-50,invalid,invalid
9159,10112,763,5000,$25,2026-01-01,2025-12-01
9160,925,1462,-1,-50,01/01/2026,
9161,3167,725,1,-50,01/01/2026,2026-01-10
9162,9414,2009,5,$25,2026-01-01,2025-12-01
9163,478,595,5,50,01/01/2026,2026-01-10
9164,10150,645,0,100,yesterday,2026-01-10
9165,10908,1070,-1,,invalid,invalid
9166,6609,1230,0,-50,yesterday,2025-12-01
9167,8662,497,-1,20,01/01/2026,invalid
9168,2072,30,5,100,01/01/2026,
9169,3333,581,5,100,invalid,2026-01-10
9170,8259,1629,5,-50,invalid,invalid
9171,4014,1007,1,$25,2026-01-01,invalid
9172,1719,1605,1,100,01/01/2026,2026-01-10
9172,1560,257,5000,$25,invalid,invalid
9174,380,1950,1,100,invalid,2025-12-01
9175,169,887,5000,-50,invalid,2025-12-01
9176,7713,1399,2,20,yesterday,2026-01-10
9176,1040,1427,2,-50,2026-01-01,
9177,4669,602,0,20,yesterday,
9179,1641,206,5000,$25,yesterday,
9180,7952,352,5,50,invalid,2025-12-01
9180,4292,960,5000,50,2026-01-01,invalid
9181,1114,1989,5000,100,2026-01-01,
9183,4886,1687,5,-50,2026-01-01,2025-12-01
9184,2342,859,5000,50,yesterday,invalid
9185,608,363,0,$25,2026-01-01,2026-01-10
9186,9981,881,5000,50,invalid,2026-01-10
9186,8199,2022,0,50,yesterday,
9188,1319,2155,-1,50,2026-01-01,
9189,1972,1909,-1,-50,01/01/2026,2026-01-10
9189,6181,445,5000,,01/01/2026,invalid
9191,1358,800,0,-50,yesterday,2025-12-01
9192,10976,1824,5000,$25,01/01/2026,2025-12-01
9193,10529,1397,1,50,yesterday,
9194,7387,1788,-1,100,2026-01-01,2026-01-10
9195,9069,1203,5,50,2026-01-01,invalid
9195,1734,525,5000,,01/01/2026,2025-12-01
9197,6719,2039,-1,-50,01/01/2026,2025-12-01
9198,7070,492,5,20,01/01/2026,2026-01-10
9198,4959,759,2,20,yesterday,2026-01-10
9199,1668,476,1,-50,01/01/2026,2026-01-10
9201,34,2015,-1,-50,01/01/2026,
9202,8787,1006,2,50,invalid,2026-01-10
9202,6076,72,5,50,invalid,invalid
9204,5014,14,1,-50,01/01/2026,2026-01-10
9205,7215,875,1,100,2026-01-01,
9205,9902,540,5000,$25,01/01/2026,
9207,238,385,0,,yesterday,
9208,2851,554,5,,yesterday,
9209,9979,1010,-1,100,01/01/2026,
9210,7752,1163,2,50,2026-01-01,
9210,6838,795,5,100,invalid,invalid
9212,8928,1833,5,50,2026-01-01,invalid
9213,969,162,5,,yesterday,invalid
9213,10475,2009,2,,invalid,2026-01-10
9214,3178,1009,0,$25,yesterday,
9216,6621,1258,1,50,2026-01-01,2025-12-01
9217,8355,1830,1,$25,yesterday,2026-01-10
9218,4817,1201,-1,,01/01/2026,invalid
9219,1954,1591,-1,100,invalid,2026-01-10
9220,2102,1814,5000,50,2026-01-01,2025-12-01
9221,6593,307,1,,invalid,invalid
9222,5521,1406,5,,invalid,2026-01-10
9223,1889,2153,1,20,yesterday,2026-01-10
9224,1787,793,1,50,yesterday,2026-01-10
9224,3299,1175,5,,01/01/2026,2026-01-10
9226,1351,367,5,-50,yesterday,2025-12-01
9227,9907,127,-1,20,invalid,2026-01-10
9227,209,1759,2,-50,2026-01-01,invalid
9228,7695,923,5000,,invalid,2025-12-01
9230,1749,1259,0,,yesterday,2026-01-10
9231,5690,1045,5000,,invalid,
9232,8722,1072,-1,100,yesterday,invalid
9233,6638,770,5,50,2026-01-01,invalid
9234,4574,115,0,50,invalid,invalid
9235,6649,1450,-1,-50,01/01/2026,
9235,3621,1700,-1,50,invalid,
9237,8643,695,0,50,2026-01-01,2025-12-01
9238,2469,1986,0,20,2026-01-01,2025-12-01
9239,677,332,5000,-50,01/01/2026,2025-12-01
9240,3223,1362,2,20,01/01/2026,
9241,5932,1901,-1,,invalid,
9242,4739,532,2,100,yesterday,2025-12-01
9243,7160,1297,5,20,yesterday,2026-01-10
9244,9370,668,5,20,invalid,2026-01-10
9244,2439,777,-1,100,01/01/2026,2026-01-10
9246,2983,325,0,20,01/01/2026,invalid
9247,6825,337,2,100,2026-01-01,2026-01-10
9247,10034,961,1,-50,yesterday,2026-01-10
9249,7352,126,1,50,yesterday,2026-01-10
9250,8082,1657,5,20,01/01/2026,2026-01-10
9251,1871,1206,5000,20,yesterday,2026-01-10
9252,6073,135,2,$25,01/01/2026,
9252,1498,35,1,20,yesterday,invalid
9254,2571,1861,2,$25,yesterday,2025-12-01
9255,1918,1929,0,100,yesterday,2025-12-01
9255,9360,444,5,$25,01/01/2026,2026-01-10
9257,7761,957,2,50,01/01/2026,2025-12-01
9258,6440,994,5000,,2026-01-01,2025-12-01
9258,1180,1035,5000,50,2026-01-01,2026-01-10
9260,6583,1273,0,$25,yesterday,2026-01-10
9261,5891,1463,2,100,01/01/2026,2026-01-10
9262,4280,842,2,100,01/01/2026,
9263,7604,1305,-1,-50,invalid,
9264,3986,2142,2,50,2026-01-01,invalid
9264,10620,809,1,100,2026-01-01,2025-12-01
9266,9756,212,5,50,invalid,invalid
9267,3938,70,0,-50,2026-01-01,invalid
9268,6110,1501,-1,$25,invalid,2025-12-01
9269,8641,1283,5000,$25,2026-01-01,2026-01-10
9269,1192,378,5000,100,2026-01-01,invalid
9271,5337,534,1,$25,01/01/2026,
9272,8586,1991,-1,,invalid,2026-01-10
9273,1176,485,1,$25,2026-01-01,2025-12-01
9274,2175,1261,0,50,invalid,2026-01-10
9275,909,1573,1,$25,invalid,2025-12-01
9275,3333,569,5,50,2026-01-01,
