payment_id,order_id,amount,status,payment_method
7543,4347,,paid,crypto
7544,19924,100,,
7545,31678,$500,,Transfer
7546,24964,100,,Card
7547,19159,250,,Cash
7548,21203,100,,crypto
7549,14815,250,,Card
7550,2552,$500,,Transfer
7551,20447,$500,,Transfer
7552,28240,250,failed,Cash
7553,13767,250,PAID,Cash
7554,9330,-50,pending,Card
7555,20283,$500,pending,Cash
7556,8441,500 USD,PAID,
7557,3430,100,paid,Transfer
7558,23060,$500,PAID,Transfer
7559,6004,,,Cash
7560,2253,,,CARD
7561,15992,100,,
7562,4803,250,failed,
7563,12257,,PAID,Cash
7564,1124,-50,PAID,Cash
7565,15776,100,failed,Card
7566,17787,$500,,crypto
7567,7973,-50,PAID,Cash
7568,3742,,failed,Transfer
7569,26437,500 USD,pending,Cash
7570,26747,,paid,Cash
7571,13110,-50,pending,Cash
7572,18061,$500,pending,CARD
7573,16617,100,failed,Card
7574,6485,100,paid,
7575,5445,$500,,Card
7576,20095,$500,PAID,CARD
7577,15605,-50,PAID,Card
7578,18512,,,CARD
7579,10921,,PAID,Transfer
7580,3755,250,pending,CARD
7581,6659,500 USD,paid,Transfer
7582,20077,-50,,CARD
7583,31940,100,failed,Card
7584,12399,100,paid,Card
7585,3867,100,failed,
7586,5782,500 USD,pending,Cash
7587,19849,500 USD,pending,
7588,25109,-50,pending,Transfer
7589,11993,100,failed,Transfer
7590,22036,$500,,Card
7591,6291,,PAID,Transfer
7592,13068,-50,,Transfer
7593,21510,250,,Card
7594,15529,100,pending,Cash
7595,6975,100,failed,Cash
7596,9655,,,Transfer
7597,7360,-50,PAID,Card
7598,11673,$500,pending,crypto
7599,9554,-50,pending,crypto
7600,4770,100,failed,Transfer
7601,143,500 USD,failed,CARD
7602,31736,,,Cash
7603,4500,250,paid,Transfer
7604,8133,100,,Card
7605,30253,$500,PAID,Cash
7606,2148,100,pending,
7607,15637,$500,,
7608,22916,-50,failed,crypto
7609,11053,,failed,CARD
7610,27830,250,PAID,Transfer
7611,7032,250,pending,crypto
7612,6179,$500,pending,Card
7613,16464,-50,PAID,CARD
7614,14641,,,CARD
7615,6493,250,paid,Card
7616,4668,$500,failed,crypto
7617,23433,,,
7618,6303,100,,crypto
7619,15850,,paid,crypto
7620,26814,,,
7621,31756,,PAID,Transfer
7622,4379,250,paid,
7623,2073,100,paid,crypto
7624,25886,100,,Cash
7625,9285,100,,Card
7626,26428,$500,pending,
7627,24609,,PAID,Cash
7628,5746,$500,paid,
7629,8686,$500,,Transfer
7630,4991,-50,pending,Card
7631,11536,500 USD,,crypto
7632,23962,500 USD,pending,Cash
7633,14657,250,PAID,Card
7634,11878,100,pending,CARD
7635,6607,,pending,Card
7636,22943,-50,,Card
7637,16782,-50,failed,crypto
7638,3494,$500,PAID,CARD
7639,19318,,pending,Transfer
7640,26703,,failed,Card
7641,2701,$500,,Card
7642,11521,$500,,crypto
7643,28000,-50,PAID,CARD
7644,5083,,,crypto
7645,22698,100,PAID,CARD
7646,23251,500 USD,,Transfer
7647,11437,$500,failed,Card
7648,10264,$500,PAID,Cash
7649,7979,,pending,Transfer
7650,17169,-50,PAID,crypto
7651,14071,$500,,
7652,12344,250,,CARD
7653,14515,100,pending,Card
7654,7409,,,Transfer
7655,15840,-50,,CARD
7656,4272,500 USD,,Transfer
7657,29862,100,,CARD
7658,18844,500 USD,pending,Cash
7659,8639,500 USD,PAID,Transfer
7660,10878,$500,failed,Transfer
7661,16137,$500,PAID,crypto
7662,13142,-50,paid,crypto
7663,30609,,,
7664,14218,500 USD,paid,Transfer
7665,13822,,PAID,Transfer
7666,3685,,failed,crypto
7667,23711,,,Transfer
7668,1088,,pending,Card
7669,15135,,,Transfer
7670,28477,500 USD,,Cash
7671,3844,250,paid,CARD
7672,9722,250,,Cash
7673,306,500 USD,,CARD
7674,7134,100,failed,Cash
7675,25037,-50,PAID,Cash
7676,25659,500 USD,,Transfer
7677,12116,250,,crypto
7678,27572,-50,,Card
7679,4474,$500,pending,Cash
7680,18240,250,paid,
7681,10903,,failed,Cash
7682,16083,100,failed,Cash
7683,4447,$500,failed,crypto
7684,10913,500 USD,,
7685,7468,500 USD,pending,Transfer
7686,16393,100,,Transfer
7687,15733,$500,,Transfer
7688,1804,,pending,Card
7689,12620,250,failed,Transfer
7690,8348,100,paid,CARD
7691,28871,-50,failed,crypto
7692,26198,100,failed,crypto
7693,3334,$500,failed,Card
7694,16162,,PAID,Cash
7695,25883,$500,PAID,crypto
7696,18649,250,failed,Card
7697,26527,100,pending,Transfer
7698,10747,500 USD,failed,Cash
7699,343,250,,Transfer
7700,31329,,,Cash
7701,12598,500 USD,,Cash
7702,6726,-50,,Transfer
7703,6725,500 USD,,
7704,15021,,,CARD
7705,22139,,,
7706,15219,500 USD,PAID,
7707,19323,-50,paid,Cash
7708,7829,,pending,Cash
7709,17302,100,paid,crypto
7710,10616,-50,paid,Transfer
7711,14029,100,PAID,CARD
7712,22064,500 USD,failed,
7713,8561,-50,pending,Transfer
7714,20169,,,Cash
7715,9718,500 USD,failed,Cash
7716,29770,,PAID,
7717,451,250,failed,
7718,21956,100,,crypto
7719,29114,,,Card
7720,6514,$500,failed,
7721,28519,$500,failed,CARD
7722,22876,$500,PAID,Cash
7723,24634,250,,Transfer
7724,25712,$500,PAID,
7725,21444,100,,Cash
7726,271,250,,Card
7727,26187,-50,pending,Card
7728,16365,100,,Cash
7729,7694,250,PAID,Transfer
7730,26693,$500,,Card
7731,26955,100,,
7732,25115,-50,paid,Card
7733,23453,$500,PAID,CARD
7734,15171,-50,PAID,CARD
7735,9242,250,,Card
7736,11222,500 USD,,
7737,24595,250,paid,CARD
7738,30788,-50,,crypto
7739,3532,$500,failed,CARD
7740,4559,,,
7741,6906,500 USD,PAID,CARD
7742,31039,100,,
7743,18751,100,,Card
7744,4563,250,PAID,Cash
7745,8022,500 USD,PAID,Transfer
7746,29551,,PAID,Transfer
7747,10199,,,Card
7748,24692,250,PAID,Cash
7749,29737,$500,,Card
7750,20570,,failed,Cash
7751,19863,100,,Transfer
7752,25210,,,crypto
7753,21276,$500,,Cash
7754,10331,250,PAID,crypto
7755,8307,500 USD,,Card
7756,14910,100,,
7757,18302,100,PAID,CARD
7758,31465,100,failed,CARD
7759,11977,-50,failed,Transfer
7760,4006,250,failed,Cash
7761,24855,,,CARD
7762,13557,$500,,Card
7763,22203,,failed,Card
7764,20198,100,PAID,Transfer
7765,14560,,,CARD
7766,18212,100,,Card
7767,19288,500 USD,paid,CARD
7768,7227,500 USD,PAID,
7769,16790,,,Card
7770,9778,100,,CARD
7771,24430,500 USD,paid,crypto
7772,15041,250,,Card
7773,19197,-50,,crypto
7774,18780,,failed,Transfer
7775,23058,100,PAID,Transfer
7776,5698,100,PAID,CARD
7777,3111,500 USD,failed,Transfer
7778,4276,,paid,CARD
7779,24769,$500,PAID,Cash
7780,2810,250,paid,crypto
7781,13634,100,PAID,Transfer
7782,31974,500 USD,pending,CARD
7783,28377,-50,failed,CARD
7784,30215,$500,failed,CARD
7785,9474,500 USD,paid,crypto
7786,16129,-50,,Cash
7787,24451,250,,crypto
7788,16208,$500,pending,Cash
7789,30684,250,,CARD
7790,10799,500 USD,PAID,Transfer
7791,5526,100,PAID,
7792,23487,$500,paid,Card
7793,18609,,,Card
7794,29176,,PAID,crypto
7795,8320,,,Card
7796,15977,-50,paid,CARD
7797,25589,-50,,Card
7798,23610,$500,,crypto
7799,1853,$500,,Cash
7800,31692,,paid,Cash
7801,1484,250,,Card
7802,27138,$500,,Cash
7803,25765,-50,PAID,Card
7804,828,,PAID,
7805,28342,250,,Cash
7806,20946,250,pending,Card
7807,23867,250,PAID,Card
7808,9891,100,,Transfer
7809,29104,-50,paid,crypto
7810,25722,,,Transfer
7811,1327,100,pending,Transfer
7812,27818,,,Transfer
7813,27568,-50,PAID,CARD
7814,23730,500 USD,PAID,CARD
7815,25028,$500,PAID,Cash
7816,18612,500 USD,PAID,CARD
7817,15777,-50,failed,Cash
7818,18859,,PAID,Transfer
7819,2866,250,failed,
7820,18674,100,PAID,CARD
7821,29225,250,paid,Card
7822,18039,500 USD,,crypto
7823,16976,,pending,Cash
7824,15424,,paid,
7825,24101,100,PAID,
7826,8866,$500,pending,CARD
7827,29968,-50,,Transfer
7828,20435,100,,Cash
7829,4837,500 USD,,
7830,23130,250,,Transfer
7831,9709,100,failed,Cash
7832,20635,100,failed,Cash
7833,21966,$500,pending,
7834,16127,,,Card
7835,9085,100,PAID,Transfer
7836,27975,$500,PAID,crypto
7837,7535,-50,pending,CARD
7838,21857,,pending,Card
7839,3674,250,PAID,Cash
7840,19338,-50,paid,Transfer
7841,19787,250,,Cash
7842,1294,250,paid,CARD
7843,7019,250,,
7844,9305,100,PAID,Transfer
7845,24869,100,,Card
7846,9840,,paid,crypto
7847,15840,-50,,Cash
7848,28759,100,,Transfer
7849,8459,100,failed,crypto
7850,16659,-50,paid,Cash
7851,22628,500 USD,PAID,CARD
7852,8893,$500,,Transfer
7853,18343,250,paid,crypto
7854,15149,250,,crypto
7855,22036,$500,failed,
7856,9543,,PAID,Transfer
7857,28930,250,,crypto
7858,28823,100,pending,CARD
7859,19773,100,,Cash
7860,13254,100,paid,
7861,3130,-50,paid,
7862,7199,-50,,
7863,17045,500 USD,,Transfer
7864,7536,$500,,Transfer
7865,23362,,,Card
7866,30563,100,pending,Transfer
7867,27278,250,,Cash
7868,4312,$500,,Transfer
7869,20737,$500,paid,Cash
7870,13297,,,Transfer
7871,2327,,pending,crypto
7872,11607,,paid,CARD
7873,24569,-50,,Card
7874,21796,500 USD,PAID,Cash
7875,4196,250,pending,
7876,798,100,,Cash
7877,26191,-50,PAID,CARD
7878,15929,100,failed,
7879,19522,100,,Transfer
7880,4365,250,paid,crypto
7881,22064,-50,,
7882,8952,$500,pending,Card
7883,17821,-50,,crypto
7884,9389,500 USD,pending,Transfer
7885,17292,500 USD,pending,
7886,22108,-50,pending,
7887,15386,$500,pending,Cash
7888,3058,,pending,Transfer
7889,3709,,,CARD
7890,8001,500 USD,pending,Card
7891,21463,250,PAID,
7892,4460,500 USD,pending,CARD
7893,4724,100,,Cash
7894,22390,$500,pending,Card
7895,30808,500 USD,PAID,crypto
7896,24781,,pending,crypto
7897,30756,$500,,crypto
7898,9043,,PAID,CARD
7899,18770,250,,Card
7900,10234,,paid,CARD
7901,5131,,pending,CARD
7902,24142,100,failed,
7903,3654,500 USD,pending,
7904,13375,$500,failed,CARD
7905,26336,-50,PAID,CARD
7906,10570,100,,CARD
7907,30082,500 USD,,Card
7908,21525,250,failed,Transfer
7909,336,$500,,Cash
7910,23149,,paid,Card
7911,22730,100,,CARD
7912,30284,$500,,crypto
7913,24988,-50,PAID,CARD
7914,7073,100,PAID,CARD
7915,23057,,pending,Card
7916,19947,-50,paid,crypto
7917,30427,100,,
7918,29350,-50,,CARD
7919,29718,250,PAID,CARD
7920,3616,500 USD,paid,
7921,11838,,failed,Cash
7922,26171,-50,pending,crypto
7923,16833,100,paid,
7924,24815,100,,Transfer
7925,22210,100,failed,crypto
7926,7975,-50,,Transfer
7927,12124,$500,failed,Card
7928,8866,-50,pending,CARD
7929,8795,-50,pending,CARD
7930,6028,500 USD,failed,Card
7931,3435,,pending,crypto
7932,25186,-50,PAID,crypto
7933,8803,100,pending,CARD
7934,564,500 USD,pending,Card
7935,7386,-50,PAID,
7936,16438,100,pending,CARD
7937,15265,100,,Transfer
7938,3499,100,paid,
7939,25316,$500,,
7940,18374,$500,pending,Transfer
7941,20635,100,failed,
7942,14049,,PAID,crypto
7943,9665,250,PAID,Cash
7944,13869,100,paid,Transfer
7945,22073,250,PAID,Cash
7946,23769,$500,,
7947,22051,$500,pending,Cash
7948,2470,$500,failed,Transfer
7949,18853,100,,Card
7950,16840,-50,PAID,Card
7951,1006,500 USD,failed,Card
7952,22950,-50,failed,
7953,5444,100,PAID,CARD
7954,27914,500 USD,pending,Cash
7955,26520,$500,failed,Card
7956,17700,,paid,CARD
7957,7463,500 USD,paid,Transfer
7958,8394,,paid,CARD
7959,10714,100,failed,crypto
7960,17922,500 USD,paid,Card
7961,30972,,,Transfer
7962,12568,,,Transfer
7963,1027,250,pending,
7964,25264,,,CARD
7965,5528,100,paid,Transfer
7966,14908,,,Card
7967,21219,100,,CARD
7968,12581,-50,,Transfer
7969,29521,500 USD,pending,Card
7970,26375,250,,CARD
7971,26046,-50,PAID,
7972,21036,-50,paid,Card
7973,16945,100,,CARD
7974,8927,-50,,
7975,13385,$500,,Transfer
7976,1265,250,,CARD
7977,9139,250,failed,crypto
7978,21970,250,,Card
7979,29535,500 USD,,CARD
7980,15168,-50,,CARD
7981,15089,100,paid,Cash
7982,4513,-50,pending,
7983,7661,250,PAID,
7984,2107,$500,pending,Transfer
7985,9577,$500,failed,
7986,1414,250,,Card
7987,5287,500 USD,,Transfer
7988,8781,$500,PAID,CARD
7989,8255,250,,
7990,26104,,pending,
7991,20266,,pending,Card
7992,13359,$500,,Cash
7993,10527,100,paid,crypto
7994,2536,$500,,Card
7995,30923,500 USD,paid,Cash
7996,31329,500 USD,,crypto
7997,19021,500 USD,paid,CARD
7998,11419,-50,paid,Transfer
7999,18823,,,Card
8000,8593,250,pending,
8001,11549,500 USD,,crypto
8002,20571,-50,,Card
8003,16924,,,CARD
8004,3448,250,pending,CARD
8005,5389,100,PAID,crypto
8006,14138,-50,,CARD
8007,7141,500 USD,failed,crypto
8008,7132,-50,,
8009,24328,,pending,CARD
8010,19159,250,pending,CARD
8011,15669,-50,paid,
8012,3588,500 USD,pending,CARD
8013,23547,100,PAID,CARD
8014,12351,-50,failed,crypto
8015,18005,500 USD,PAID,crypto
8016,25217,,pending,Transfer
8017,24003,-50,,Card
8018,18698,500 USD,paid,CARD
8019,12329,,pending,CARD
8020,24117,$500,failed,Cash
8021,20585,-50,paid,Cash
8022,12395,$500,PAID,Card
8023,19225,100,,
8024,10753,500 USD,PAID,crypto
8025,2983,,,CARD
8026,17767,500 USD,,Transfer
8027,26607,500 USD,paid,
8028,278,-50,paid,
8029,22335,250,failed,Transfer
8030,30570,250,,Cash
8031,31757,250,failed,
8032,27593,$500,,Transfer
8033,16586,500 USD,paid,
8034,7916,$500,paid,Card
8035,19165,250,failed,Card
8036,31267,$500,paid,
8037,2204,250,pending,Card
8038,2836,250,,CARD
8039,9349,,paid,Transfer
8040,8774,,,Cash
8041,26903,,pending,CARD
8042,8154,500 USD,failed,CARD
8043,15538,,failed,
8044,25067,,PAID,Card
8045,1810,$500,paid,
8046,22000,$500,PAID,crypto
8047,13928,,paid,Cash
8048,20958,$500,PAID,CARD
8049,7286,250,failed,Transfer
8050,10476,$500,pending,
8051,17917,-50,pending,crypto
8052,31763,250,,
8053,862,-50,,
8054,24014,,,crypto
8055,8584,-50,paid,Cash
8056,22452,-50,paid,CARD
8057,8838,$500,failed,CARD
8058,28302,-50,,
8059,8175,250,,CARD
8060,19481,250,failed,
8061,6682,100,PAID,Transfer
8062,4524,500 USD,paid,Cash
8063,30061,100,paid,Cash
8064,29125,250,PAID,crypto
8065,23145,-50,PAID,Card
8066,14730,$500,,Cash
8067,12453,500 USD,,Cash
8068,20532,,failed,
8069,18387,500 USD,PAID,Card
8070,14161,250,pending,Card
8071,21943,$500,paid,Cash
8072,9237,-50,failed,Cash
8073,12920,500 USD,,Card
8074,15938,250,,Transfer
8075,26745,,paid,Card
8076,9883,500 USD,,Cash
8077,23917,100,paid,crypto
8078,16087,$500,failed,CARD
8079,14980,100,paid,
8080,23280,500 USD,,
8081,10678,-50,,Card
8082,22386,100,PAID,CARD
8083,19700,$500,,
8084,14265,100,,Card
8085,11104,$500,paid,Cash
8086,20138,500 USD,PAID,CARD
8087,23597,$500,pending,Card
8088,23507,500 USD,,crypto
8089,21096,100,,crypto
8090,4150,500 USD,,Cash
8091,17767,250,failed,crypto
8092,31361,,pending,Card
8093,16640,$500,PAID,Card
8094,26779,$500,PAID,Card
8095,3821,250,pending,
8096,8077,,PAID,Transfer
8097,22823,-50,failed,CARD
8098,18569,,PAID,Cash
8099,19669,500 USD,failed,CARD
8100,4196,250,,Transfer
8101,25438,100,failed,
8102,13301,100,PAID,
8103,10950,500 USD,,crypto
8104,21552,,pending,crypto
8105,20823,100,failed,
8106,228,500 USD,,CARD
8107,18211,500 USD,failed,Transfer
8108,14839,100,,Cash
8109,16245,,paid,CARD
8110,6177,$500,PAID,Transfer
8111,15825,-50,PAID,crypto
8112,3832,100,,Cash
8113,7648,,,CARD
8114,29064,500 USD,pending,crypto
8115,9925,,,crypto
8116,21497,250,paid,CARD
8117,2480,-50,PAID,crypto
8118,18883,$500,failed,Transfer
8119,16048,-50,,Card
8120,28808,-50,pending,crypto
8121,29787,500 USD,PAID,
8122,17368,,paid,crypto
8123,1463,250,pending,Transfer
8124,9025,500 USD,PAID,CARD
8125,16518,500 USD,,
8126,22871,100,paid,Cash
8127,13066,100,failed,Card
8128,5214,500 USD,paid,crypto
8129,26478,250,,Card
8130,22583,100,,Transfer
8131,8579,500 USD,failed,Cash
8132,18974,-50,pending,crypto
8133,2135,,failed,Card
8134,29121,100,,Card
8135,13583,-50,pending,Transfer
8136,8953,,failed,Cash
8137,14914,-50,PAID,CARD
8138,8888,$500,pending,Cash
8139,31987,-50,,crypto
8140,4952,250,paid,Cash
8141,24812,$500,failed,Cash
8142,11616,500 USD,pending,CARD
8143,8023,100,,CARD
8144,24868,,paid,Transfer
8145,17785,$500,,Card
8146,3073,$500,failed,crypto
8147,1440,500 USD,,Cash
8148,13847,$500,failed,
8149,5508,,,Cash
8150,23866,$500,PAID,crypto
8151,5398,500 USD,,Card
8152,31994,-50,failed,Cash
8153,34,$500,failed,Card
8154,13002,100,PAID,CARD
8155,22109,,pending,crypto
8156,7900,,pending,
8157,6411,$500,PAID,
8158,11232,,paid,CARD
8159,15735,$500,PAID,
8160,10136,-50,,CARD
8161,31705,250,failed,Transfer
8162,27115,500 USD,PAID,Cash
8163,26646,100,failed,
8164,7775,250,PAID,CARD
8165,27071,$500,PAID,Transfer
8166,23491,500 USD,pending,Card
8167,5911,,failed,Transfer
8168,31426,,,Card
8169,6470,100,,
8170,21443,-50,pending,
8171,19192,,pending,crypto
8172,27319,250,PAID,Card
8173,1210,-50,pending,CARD
8174,24795,-50,paid,
8175,31393,100,,Card
8176,757,,PAID,
8177,27071,-50,paid,
8178,10267,250,PAID,Transfer
8179,11069,500 USD,,Card
8180,27244,250,pending,Cash
8181,13903,-50,paid,
8182,10164,-50,failed,Transfer
8183,25611,250,,CARD
8184,15540,,pending,Transfer
8185,21020,,PAID,crypto
8186,24862,,,CARD
8187,30792,500 USD,paid,Cash
8188,30804,-50,,
8189,12377,$500,,crypto
8190,19477,-50,pending,
8191,30351,,failed,Transfer
8192,28833,$500,paid,Cash
8193,24291,$500,,Cash
8194,26943,$500,failed,
8195,14575,$500,,CARD
8196,15722,250,failed,crypto
8197,6727,100,pending,Card
8198,28718,100,failed,Transfer
8199,47,250,,Cash
8200,29092,,failed,Card
8201,5361,$500,PAID,CARD
8202,16461,100,paid,Transfer
8203,18387,-50,,Transfer
8204,19472,250,paid,Card
8205,21541,$500,failed,Cash
8206,20286,$500,PAID,crypto
8207,2548,$500,failed,CARD
8208,20537,$500,pending,Card
8209,25403,-50,,Transfer
8210,29412,500 USD,pending,Cash
8211,18293,-50,pending,crypto
8212,27816,100,failed,Cash
8213,24545,$500,,
8214,4594,500 USD,failed,CARD
8215,2302,100,,crypto
8216,26015,250,pending,
8217,30029,,,crypto
8218,30629,,pending,Card
8219,28174,100,pending,
8220,1579,$500,failed,Cash
8221,26285,100,PAID,Card
8222,15363,500 USD,paid,Card
8223,22871,500 USD,PAID,Transfer
8224,348,250,,Card
8225,29441,,,
8226,23260,$500,failed,
8227,24860,,failed,Transfer
8228,6145,-50,,
8229,10061,-50,failed,Cash
8230,940,-50,PAID,CARD
8231,6174,,,CARD
8232,8434,$500,paid,
8233,26466,-50,,crypto
8234,20074,500 USD,,Transfer
8235,6178,250,,Card
8236,15997,,pending,Transfer
8237,1508,-50,paid,crypto
8238,15861,-50,pending,Cash
8239,21856,$500,paid,CARD
8240,20131,500 USD,,
8241,24827,500 USD,PAID,Card
8242,24051,250,pending,Card
8243,31737,$500,,Cash
8244,24047,250,pending,Transfer
8245,12511,-50,PAID,Cash
8246,5936,250,failed,Cash
8247,28121,500 USD,,crypto
8248,8426,250,,
8249,14845,250,failed,CARD
8250,31034,$500,,Card
8251,9852,$500,,
8252,9014,$500,failed,crypto
8253,10920,-50,,Transfer
8254,10277,$500,failed,crypto
8255,24681,500 USD,paid,CARD
8256,20011,500 USD,PAID,Card
8257,1365,-50,,Cash
8258,16989,$500,paid,Cash
8259,22414,$500,,Card
8260,9938,,failed,Transfer
8261,6669,$500,,CARD
8262,13016,$500,pending,Transfer
8263,21564,500 USD,failed,Card
8264,23758,500 USD,,
8265,14437,$500,failed,CARD
8266,14661,250,paid,crypto
8267,15254,,pending,CARD
8268,23179,500 USD,paid,
8269,22157,$500,,Card
8270,16471,-50,,Transfer
8271,24307,$500,PAID,Cash
8272,29329,100,,Transfer
8273,25581,100,paid,Transfer
8274,6231,250,PAID,Cash
8275,4949,100,,crypto
8276,14315,$500,failed,Cash
8277,19532,250,,Cash
8278,7663,500 USD,paid,Transfer
8279,4589,,paid,Cash
8280,23471,100,,Card
8281,23841,$500,failed,CARD
8282,8919,$500,,Cash
8283,29797,-50,PAID,Cash
8284,1531,250,pending,CARD
8285,1,,pending,Card
8286,7632,500 USD,failed,CARD
8287,15268,100,pending,crypto
8288,16741,500 USD,PAID,crypto
8289,7037,$500,,Card
8290,20254,$500,,Cash
8291,6980,,,Cash
8292,15435,,paid,Cash
8293,8919,100,PAID,Card
8294,24685,500 USD,paid,crypto
8295,14622,250,paid,CARD
8296,6739,250,pending,CARD
8297,2905,100,,crypto
8298,21162,500 USD,failed,Transfer
8299,27477,250,pending,crypto
8300,6018,100,paid,Transfer
8301,5499,$500,,CARD
8302,15846,,PAID,Card
8303,31921,250,failed,
8304,7452,$500,,crypto
8305,8738,250,,CARD
8306,3564,-50,PAID,Cash
8307,14385,,PAID,
8308,21261,250,paid,Cash
8309,5554,100,,Transfer
8310,30533,$500,paid,CARD
8311,1856,-50,,
8312,1,,paid,CARD
8313,27463,500 USD,,Cash
8314,23875,100,pending,Transfer
8315,24104,500 USD,,
8316,27801,-50,,Card
8317,22372,,,
8318,28426,100,,Cash
8319,4851,-50,,crypto
8320,474,250,paid,
8321,8190,250,paid,
8322,20331,100,pending,
8323,16887,,,
8324,29970,250,failed,Cash
8325,17638,100,,Cash
8326,19261,$500,pending,CARD
8327,19480,500 USD,pending,
8328,7402,100,PAID,Cash
8329,7696,100,,CARD
8330,335,-50,failed,crypto
8331,685,500 USD,pending,crypto
8332,10133,500 USD,pending,Cash
8333,3042,-50,paid,
8334,16197,$500,,
8335,12419,500 USD,failed,
8336,8666,$500,,
8337,15288,-50,,
8338,4635,,,Card
8339,8604,500 USD,failed,crypto
8340,10314,,,Card
8341,7098,500 USD,pending,
8342,15875,500 USD,,CARD
8343,11752,500 USD,,CARD
8344,19483,,,crypto
8345,5823,$500,,
8346,31902,500 USD,paid,Cash
8347,21817,$500,PAID,CARD
8348,18900,$500,paid,Transfer
8349,5221,500 USD,pending,
8350,31425,-50,,crypto
8351,16926,$500,failed,CARD
8352,23837,,failed,Card
8353,14839,,failed,
8354,30540,$500,paid,
8355,30026,$500,PAID,Cash
8356,12747,500 USD,,Card
8357,16830,500 USD,,CARD
8358,431,500 USD,,Card
8359,2773,,,CARD
8360,8794,,,Cash
8361,22321,250,,Card
8362,18855,$500,,
8363,26387,250,PAID,Cash
8364,24731,500 USD,paid,Card
8365,5006,100,,Transfer
8366,10037,$500,paid,
8367,11291,$500,pending,Transfer
8368,3396,500 USD,failed,
8369,27660,-50,failed,
8370,11618,$500,PAID,CARD
8371,31086,$500,failed,crypto
8372,2472,100,paid,
8373,19635,,failed,
8374,16380,500 USD,paid,Cash
8375,16949,,pending,Cash
8376,3926,,paid,Card
8377,6308,,,crypto
8378,16264,-50,paid,CARD
8379,9021,$500,pending,
8380,821,-50,,Card
8381,4511,500 USD,,CARD
8382,9510,100,PAID,
8383,16652,100,,crypto
8384,20939,250,paid,crypto
8385,19138,-50,,Cash
8386,30476,500 USD,pending,crypto
8387,29008,$500,,CARD
8388,1886,$500,failed,crypto
8389,62,,,Transfer
8390,15991,,,
8391,20430,,PAID,Card
8392,25717,,,Card
8393,15827,-50,paid,Cash
8394,25904,250,,CARD
8395,2835,250,PAID,CARD
8396,8644,-50,paid,
8397,24873,500 USD,,CARD
8398,10961,-50,,
8399,16001,100,pending,Transfer
8400,13221,-50,,crypto
8401,15745,100,paid,CARD
8402,15665,,,Transfer
8403,18956,500 USD,,Transfer
8404,28170,-50,PAID,Cash
8405,7583,100,,crypto
8406,31393,100,,CARD
8407,26337,100,pending,Cash
8408,7706,,pending,Transfer
8409,15776,$500,paid,
8410,29479,-50,pending,crypto
8411,9280,$500,,
8412,19954,500 USD,,CARD
8413,16756,250,paid,CARD
8414,2049,$500,,crypto
8415,9214,250,PAID,crypto
8416,19595,100,,Card
8417,3280,250,pending,Transfer
8418,25530,-50,failed,Transfer
8419,13070,-50,,crypto
8420,12812,100,PAID,crypto
8421,9316,-50,pending,crypto
8422,26892,250,failed,Card
8423,12161,-50,,crypto
8424,28695,$500,pending,Card
8425,12630,100,paid,Card
8426,7043,100,paid,CARD
8427,17975,100,paid,Card
8428,18582,100,pending,Cash
8429,29535,-50,PAID,Cash
8430,31896,500 USD,pending,CARD
8431,31642,100,failed,Cash
8432,20979,$500,PAID,CARD
8433,23768,,paid,crypto
8434,22468,-50,paid,CARD
8435,31254,500 USD,failed,
8436,10195,$500,,Card
8437,5457,,,crypto
8438,6597,500 USD,paid,Card
8439,9086,-50,,Card
8440,727,,paid,CARD
8441,13859,250,paid,
8442,582,,,Card
8443,25063,500 USD,failed,CARD
8444,26187,$500,pending,CARD
8445,19581,$500,PAID,Cash
8446,2631,,paid,crypto
8447,19379,250,failed,Cash
8448,7327,100,pending,Transfer
8449,6824,500 USD,failed,CARD
8450,16345,,,crypto
8451,11280,100,PAID,Card
8452,22902,100,paid,CARD
8453,7804,250,,Transfer
8454,10263,-50,failed,crypto
8455,9355,500 USD,,Card
8456,3332,$500,,crypto
8457,29526,100,,Card
8458,4963,$500,,Cash
8459,27332,500 USD,,Cash
8460,16479,$500,paid,Cash
8461,30797,-50,pending,Card
8462,10797,250,,crypto
8463,26183,,failed,Cash
8464,2193,,pending,Card
8465,11369,$500,pending,CARD
8466,25230,,paid,CARD
8467,8288,,pending,crypto
8468,9422,250,PAID,Card
8469,1541,500 USD,PAID,Transfer
8470,10112,$500,,CARD
8471,14225,,PAID,
8472,15763,250,PAID,Card
8473,30695,-50,failed,Cash
8474,4173,$500,,Card
8475,18288,$500,PAID,Card
8476,21269,100,,Cash
8477,31789,-50,,Transfer
8478,5218,,paid,Transfer
8479,21280,,paid,Transfer
8480,27727,-50,,
8481,24778,-50,,Card
8482,20104,100,failed,crypto
8483,3870,$500,failed,Transfer
8484,14269,100,,Cash
8485,5903,100,,CARD
8486,10279,-50,paid,Transfer
8487,30999,100,pending,
8488,15874,100,PAID,crypto
8489,10536,500 USD,failed,Cash
8490,13108,-50,pending,CARD
8491,12500,100,failed,Cash
8492,23848,-50,failed,Card
8493,13671,250,failed,crypto
8494,15027,100,,Cash
8495,22712,100,failed,Card
8496,12175,100,,Cash
8497,14599,-50,pending,crypto
8498,26522,-50,PAID,
8499,27832,-50,pending,Transfer
8500,23422,$500,failed,Cash
8501,401,500 USD,,Transfer
8502,20024,500 USD,PAID,
8503,15439,,paid,CARD
