review_id,customer_id,product_id,rating,review_text
2005,4500,1706,5.0,
2006,2706,239,1.0,
2007,4598,868,0.0,Bad
2008,10375,2194,8.0,
2009,573,1855,5.0,Great product
2010,8046,203,3.0,
2011,4844,1923,4.0,Lorem ipsum
2012,9012,2098,0.0,Great product
2013,10992,1272,4.0,
2014,526,989,,
2015,10991,2161,0.0,Great product
2016,5650,260,4.0,Great product
2017,2650,864,4.0,
2018,9645,572,4.0,Lorem ipsum
2019,3959,520,1.0,
2020,5085,1448,5.0,
2021,1032,1326,1.0,
2022,8300,1597,8.0,Bad
2023,4572,1702,,
2024,2409,809,,Great product
2025,2567,1777,8.0,Lorem ipsum
2026,4484,1646,8.0,Great product
2027,552,892,8.0,Lorem ipsum
2028,8229,1993,5.0,Bad
2029,4880,461,1.0,Bad
2030,8399,562,0.0,
2031,7855,1266,1.0,
2032,6402,1126,1.0,
2033,3936,948,2.0,
2034,7704,1372,4.0,Great product
2035,3255,766,8.0,
2036,5649,1071,8.0,Bad
2037,5604,1763,8.0,Bad
2038,10919,771,5.0,
2039,9478,810,8.0,
2040,8579,1887,0.0,Bad
2041,4487,2187,,
2042,2712,930,2.0,Great product
2043,2173,1763,1.0,
2044,10660,1885,,Bad
2045,8165,234,3.0,Bad
2046,5401,1070,0.0,Bad
2047,9279,1627,8.0,
2048,2548,2123,0.0,Lorem ipsum
2049,1208,1429,8.0,
2050,8448,1798,2.0,Bad
2051,1028,1927,0.0,Lorem ipsum
2052,288,416,0.0,
2053,3075,2125,0.0,
2054,3201,1246,1.0,
2055,1617,1613,5.0,Bad
2056,4413,1551,5.0,Great product
2057,2044,1976,0.0,Bad
2058,2449,1553,2.0,Great product
2059,3016,836,2.0,
2060,5282,2134,5.0,
2061,6725,1839,8.0,
2062,4983,1649,8.0,Lorem ipsum
2063,9355,1616,,Bad
2064,7898,220,4.0,Bad
2065,7080,2076,,Bad
2066,7600,1896,0.0,Great product
2067,5407,1080,8.0,
2068,9409,1096,8.0,Bad
2069,5009,493,3.0,Lorem ipsum
2070,4516,2106,4.0,
2071,6074,1254,0.0,
2072,2328,1510,2.0,Great product
2073,680,2165,,
2074,5928,1318,1.0,
2075,8277,12,0.0,
2076,4463,1961,2.0,Bad
2077,4155,15,3.0,Great product
2078,9850,2120,4.0,
2079,7044,1154,5.0,Lorem ipsum
2080,2087,1202,4.0,
2081,5164,2047,3.0,
2082,9602,594,3.0,Lorem ipsum
2083,2513,2117,4.0,
2084,7334,1593,8.0,
2085,8545,374,2.0,Great product
2086,9046,1536,3.0,Bad
2087,9607,577,5.0,
2088,1634,1521,4.0,Bad
2089,3232,1114,3.0,
2090,3794,1492,8.0,Lorem ipsum
2091,6633,1595,2.0,
2092,5759,1248,5.0,Bad
2093,1815,1340,1.0,Bad
2094,2864,1524,0.0,
2095,9438,367,0.0,
2096,7102,1495,5.0,
2097,10273,243,5.0,
2098,3464,469,0.0,Bad
2099,1135,1391,0.0,Bad
2100,5008,711,1.0,
2101,8366,1394,5.0,Lorem ipsum
2102,925,1883,3.0,
2103,7271,828,4.0,Lorem ipsum
2104,6538,672,,Lorem ipsum
2105,3307,1495,8.0,Lorem ipsum
2106,6073,1642,8.0,Lorem ipsum
2107,2801,1818,3.0,Lorem ipsum
2108,9120,683,1.0,Lorem ipsum
2109,899,1473,2.0,Bad
2110,2080,1585,5.0,
2111,1069,481,,Great product
2112,2896,1830,,
2113,5622,562,4.0,
2114,1044,317,0.0,
2115,2236,1794,0.0,Great product
2116,1862,1875,,
2117,9283,858,8.0,
2118,2067,1947,1.0,Great product
2119,8035,1812,1.0,Lorem ipsum
2120,307,816,1.0,Bad
2121,8076,1961,2.0,
2122,1709,1135,,Great product
2123,580,687,0.0,Lorem ipsum
2124,1380,804,1.0,Bad
2125,492,433,8.0,
2126,662,538,8.0,
2127,3576,1567,8.0,
2128,10797,2110,1.0,
2129,4245,956,2.0,Great product
2130,3319,1155,5.0,
2131,6428,1119,5.0,Great product
2132,10364,405,8.0,Lorem ipsum
2133,10122,2132,2.0,Lorem ipsum
2134,4640,825,1.0,Bad
2135,10717,971,,Bad
2136,7000,63,,Great product
2137,8082,1371,,Lorem ipsum
2138,8652,1177,5.0,Bad
2139,5527,595,1.0,Bad
2140,2649,571,3.0,Great product
2141,8740,162,5.0,Great product
2142,1190,329,,
2143,2053,457,3.0,
2144,2299,2042,8.0,Bad
2145,4109,696,1.0,
2146,1250,1070,3.0,
2147,5473,1112,4.0,Bad
2148,10190,1305,2.0,
2149,6880,1296,0.0,
2150,4503,634,0.0,
2151,1709,1459,4.0,
2152,5619,1267,1.0,
2153,2339,424,3.0,Lorem ipsum
2154,6371,821,3.0,Lorem ipsum
2155,8581,318,8.0,
2156,9568,382,4.0,Bad
2157,1650,1839,1.0,
2158,6159,352,3.0,Lorem ipsum
2159,4918,227,0.0,
2160,555,1729,2.0,Great product
2161,1751,934,,
2162,3778,404,8.0,
2163,10235,1020,4.0,Lorem ipsum
2164,7742,1706,4.0,Lorem ipsum
2165,213,975,5.0,
2166,4119,82,5.0,Bad
2167,8816,1863,0.0,
2168,1750,1233,1.0,Great product
2169,6307,1398,0.0,
2170,861,666,1.0,
2171,1807,870,3.0,Bad
2172,9749,340,2.0,Lorem ipsum
2173,1959,1472,8.0,Great product
2174,5477,1398,0.0,
2175,8115,876,1.0,Lorem ipsum
2176,1888,296,8.0,
2177,10677,123,1.0,Bad
2178,5466,418,,
2179,1093,1241,1.0,Bad
2180,9667,1713,5.0,Lorem ipsum
2181,6396,1289,1.0,Lorem ipsum
2182,5109,481,5.0,
2183,7854,494,,Bad
2184,3722,1482,3.0,Bad
2185,1560,1449,8.0,Lorem ipsum
2186,9283,1694,8.0,
2187,7212,2085,5.0,Lorem ipsum
2188,9244,1110,8.0,Great product
2189,10887,41,4.0,
2190,7482,1950,,
2191,10849,742,1.0,
2192,1009,11,,Bad
2193,6870,1649,0.0,Bad
2194,1036,1086,4.0,
2195,384,1783,,Lorem ipsum
2196,7955,818,5.0,Great product
2197,509,1556,3.0,Bad
2198,4890,133,2.0,
2199,2214,272,0.0,Lorem ipsum
2200,8279,2185,8.0,Great product
2201,6211,707,,Lorem ipsum
2202,14,965,,Great product
2203,10357,2151,,Lorem ipsum
2204,7400,1249,1.0,Great product
2205,5118,924,,
2206,8313,2174,1.0,Lorem ipsum
2207,2249,1399,2.0,
2208,10100,1120,1.0,
2209,4048,1466,3.0,Bad
2210,7842,1171,8.0,
2211,9949,2186,1.0,
2212,9626,2018,4.0,Lorem ipsum
2213,6066,1744,5.0,Lorem ipsum
2214,3798,963,3.0,
2215,6256,302,2.0,Great product
2216,6124,1442,1.0,Great product
2217,8728,181,5.0,
2218,1173,1125,5.0,Lorem ipsum
2219,411,1088,4.0,
2220,7327,275,5.0,
2221,5266,695,5.0,Lorem ipsum
2222,663,1682,8.0,
2223,3347,1569,3.0,Lorem ipsum
2224,2395,1231,2.0,
2225,662,1781,2.0,Bad
2226,3304,1192,0.0,Bad
2227,5140,1761,0.0,
2228,2206,2038,8.0,Lorem ipsum
2229,8712,60,4.0,Bad
2230,5910,180,2.0,
2231,2265,2100,1.0,Bad
2232,6636,1533,8.0,
2233,3929,1172,0.0,
2234,7591,1481,2.0,Lorem ipsum
2235,3076,922,5.0,Lorem ipsum
2236,3850,2128,1.0,
2237,2947,197,3.0,Bad
2238,10368,1041,1.0,Lorem ipsum
2239,7724,553,2.0,Bad
2240,8292,893,2.0,
2241,9445,944,3.0,
2242,5991,1628,5.0,Great product
2243,8150,301,0.0,Great product
2244,3227,914,,Great product
2245,1176,1098,8.0,
2246,1093,879,8.0,Lorem ipsum
2247,10711,1545,8.0,Bad
2248,7355,236,,Great product
2249,6565,135,4.0,
2250,7676,928,,Bad
2251,7668,666,5.0,
2252,4197,368,2.0,
2253,9578,1162,,Bad
2254,7468,1054,3.0,Lorem ipsum
2255,259,1285,4.0,Great product
2256,9799,640,,Lorem ipsum
2257,10924,1486,5.0,Bad
2258,2374,560,4.0,Great product
2259,1367,1116,0.0,Lorem ipsum
2260,3427,242,5.0,
2261,2498,1825,2.0,
2262,3387,1637,,Bad
2263,10178,143,2.0,Great product
2264,10568,1757,4.0,Lorem ipsum
2265,5948,1252,,Lorem ipsum
2266,9855,729,2.0,Great product
2267,2646,75,4.0,
2268,5687,1482,1.0,Lorem ipsum
2269,10473,1089,8.0,Great product
2270,4264,2033,1.0,Lorem ipsum
2271,6849,215,3.0,
2272,8898,1873,8.0,Great product
2273,3697,366,4.0,Great product
2274,276,438,0.0,
2275,3465,900,1.0,
2276,6472,1952,0.0,Great product
2277,2866,1272,8.0,
2278,574,612,8.0,Lorem ipsum
2279,968,392,8.0,
2280,2933,1275,1.0,
2281,4981,1161,1.0,
2282,92,1923,8.0,Lorem ipsum
2283,671,932,,Bad
2284,8580,1116,,Bad
2285,5364,1976,4.0,Lorem ipsum
2286,5248,272,0.0,
2287,6748,1367,5.0,
2288,4864,250,2.0,Great product
2289,351,1287,,
2290,6551,690,1.0,
2291,4739,1527,5.0,Bad
2292,4983,849,5.0,Lorem ipsum
2293,5667,637,,Great product
2294,4203,270,1.0,
2295,2537,2105,4.0,
2296,6539,1420,,Lorem ipsum
2297,2842,1882,4.0,
2298,4930,246,,Lorem ipsum
2299,8782,1761,5.0,Lorem ipsum
2300,7409,520,,Great product
2301,5576,23,8.0,Bad
2302,6289,1176,4.0,
2303,7391,2161,4.0,
2304,6649,1551,2.0,Bad
2305,283,1091,4.0,
2306,2042,1969,2.0,Lorem ipsum
2307,5531,285,0.0,Bad
2308,6160,116,5.0,Great product
2309,5487,444,,
2310,10976,69,0.0,Great product
2311,4402,737,0.0,Bad
2312,4036,1282,0.0,Lorem ipsum
2313,10403,505,1.0,Bad
2314,6308,910,5.0,Great product
2315,2581,11,4.0,Lorem ipsum
2316,6735,2122,3.0,Great product
2317,4592,1728,5.0,
2318,7145,1623,2.0,Great product
2319,698,2117,0.0,
2320,5363,1285,1.0,Lorem ipsum
2321,8427,1170,4.0,
2322,189,640,,Lorem ipsum
2323,8225,62,4.0,Bad
2324,6975,1991,4.0,
2325,6402,1549,1.0,
2326,4964,2037,,Bad
2327,8898,2171,5.0,
2328,5781,1139,3.0,Bad
2329,10461,729,8.0,
2330,7501,2183,0.0,
2331,10478,286,2.0,
2332,6890,1999,5.0,Bad
2333,3297,1530,0.0,
2334,5168,1706,,
2335,5438,1209,,Lorem ipsum
2336,7843,1787,5.0,Bad
2337,9687,2044,0.0,Lorem ipsum
2338,5550,573,5.0,Great product
2339,9514,265,3.0,Bad
2340,2954,539,1.0,
2341,5056,1199,4.0,
2342,7350,593,,Lorem ipsum
2343,9177,2093,0.0,Great product
2344,7786,1380,4.0,
2345,502,1324,1.0,
2346,8858,1215,2.0,
2347,777,1526,1.0,Great product
2348,3749,2141,8.0,
2349,8183,421,0.0,Great product
2350,5444,1018,2.0,Bad
2351,3598,1670,,Great product
2352,4050,1889,8.0,Great product
2353,5413,1069,,
2354,10075,201,8.0,Lorem ipsum
2355,674,1397,,
2356,10854,1340,5.0,Lorem ipsum
2357,5616,589,,
2358,2884,1193,3.0,Lorem ipsum
2359,2111,936,2.0,
2360,4805,1827,,Bad
2361,7341,1411,3.0,Lorem ipsum
2362,5171,1348,8.0,
2363,3214,716,0.0,Bad
2364,10707,781,5.0,
2365,7296,486,1.0,
2366,3518,1511,0.0,
2367,7979,1599,4.0,
2368,7605,133,0.0,
2369,8085,1249,5.0,Lorem ipsum
2370,10034,1617,0.0,
2371,3499,1535,,
2372,6121,118,2.0,Great product
2373,4612,1486,1.0,
2374,1431,696,2.0,Bad
2375,6586,304,2.0,
2376,9858,1550,0.0,Bad
2377,5687,1960,0.0,Bad
2378,9231,39,4.0,Bad
2379,1988,37,3.0,
2380,9417,1210,2.0,Bad
2381,10375,1573,2.0,
2382,7629,2188,5.0,Lorem ipsum
2383,738,57,2.0,Bad
2384,3360,1959,8.0,
2385,2173,514,5.0,Bad
2386,44,1805,8.0,
2387,8666,2083,5.0,Bad
2388,7208,874,1.0,Bad
2389,6227,711,3.0,Bad
2390,9844,1852,,
2391,6138,1165,1.0,
2392,6836,702,,
2393,1908,1166,3.0,
2394,3990,822,,
2395,5786,2010,4.0,Lorem ipsum
2396,9541,1026,,
2397,5952,478,,Lorem ipsum
2398,3758,1454,1.0,Lorem ipsum
2399,9397,668,,
2400,7139,1412,3.0,Lorem ipsum
2401,4251,1739,,Lorem ipsum
2402,2715,1234,0.0,Lorem ipsum
2403,1643,1956,8.0,Great product
2404,2068,457,1.0,Lorem ipsum
2405,7624,2047,3.0,
2406,4884,652,5.0,Bad
2407,8186,1754,4.0,Bad
2408,9681,1416,0.0,Great product
2409,1926,894,1.0,
2410,3849,2141,5.0,Great product
2411,9537,1076,0.0,Great product
2412,7191,1499,0.0,Bad
2413,5762,656,3.0,
2414,134,450,1.0,
2415,5836,1682,4.0,
2416,8057,1167,5.0,Lorem ipsum
2417,6689,739,1.0,Bad
2418,2837,362,2.0,Great product
2419,6704,274,8.0,Lorem ipsum
2420,4098,1517,,Lorem ipsum
2421,10325,594,1.0,Lorem ipsum
2422,3369,168,5.0,Lorem ipsum
2423,8069,133,5.0,
2424,6217,1758,2.0,Great product
2425,1342,78,4.0,
2426,9376,1833,4.0,Bad
2427,7696,1118,1.0,
2428,7476,1890,,Lorem ipsum
2429,498,2026,0.0,Bad
2430,3394,225,8.0,Great product
2431,5796,1327,,
2432,1349,773,2.0,Bad
2433,3499,984,8.0,Bad
2434,4988,1971,,Bad
2435,3917,1982,4.0,
2436,2922,1423,4.0,Bad
2437,3613,1978,3.0,Great product
2438,1467,1687,2.0,Great product
2439,2159,411,2.0,
2440,8062,1689,5.0,
2441,10369,244,4.0,Great product
2442,5029,1914,8.0,Bad
2443,322,1761,8.0,
2444,10325,2101,4.0,Lorem ipsum
2445,8844,925,8.0,
2446,1893,963,8.0,Lorem ipsum
2447,9369,2026,4.0,
2448,6666,576,5.0,
2449,9887,1068,4.0,Lorem ipsum
2450,9275,384,2.0,
2451,8081,2007,1.0,Bad
2452,4385,1775,8.0,Great product
2453,2769,1617,4.0,
2454,7965,1996,0.0,Lorem ipsum
2455,7134,2174,,Great product
2456,9528,236,2.0,Bad
2457,709,1970,5.0,
2458,8799,1017,1.0,Lorem ipsum
2459,8979,425,0.0,Bad
2460,7150,1342,2.0,Bad
2461,2600,81,0.0,Bad
2462,2444,1295,,
2463,2230,1624,4.0,
2464,8294,1184,4.0,Bad
2465,9175,207,4.0,Great product
2466,9530,2038,5.0,
2467,7094,1975,,Bad
2468,9615,1540,1.0,
2469,8097,1926,3.0,Great product
2470,6234,1877,3.0,
2471,6626,2027,2.0,Lorem ipsum
2472,5623,1985,,Lorem ipsum
2473,7739,1513,2.0,
2474,5449,529,3.0,Lorem ipsum
2475,5208,940,5.0,Bad
2476,2514,651,0.0,
2477,7363,773,5.0,
2478,6551,1784,0.0,
2479,5568,1004,8.0,
2480,7504,878,0.0,Great product
2481,5858,1084,3.0,Great product
2482,431,80,8.0,
2483,2797,680,,Bad
2484,9819,216,1.0,
2485,5071,277,0.0,
2486,3387,1794,3.0,Great product
2487,5345,1859,,
2488,6851,607,3.0,Lorem ipsum
2489,9148,882,,
2490,6367,1112,1.0,
2491,1457,1616,1.0,
2492,4820,207,,
2493,9179,362,,Great product
2494,2543,1670,4.0,
2495,513,1507,2.0,
2496,507,1610,0.0,Great product
2497,7642,1417,4.0,
2498,10011,1147,2.0,
2499,9411,883,4.0,
2500,4553,1391,3.0,Great product
2501,4666,930,3.0,
2502,6342,436,8.0,Great product
2503,3306,140,8.0,
2504,8831,1386,4.0,
2505,2930,860,8.0,Great product
2506,2471,1682,1.0,
2507,7319,1315,4.0,
2508,301,1840,3.0,
2509,10090,848,,
2510,3044,52,2.0,Great product
2511,61,2172,0.0,
2512,6045,721,3.0,Lorem ipsum
2513,7207,888,0.0,Lorem ipsum
2514,9652,155,4.0,Bad
2515,5828,2055,0.0,
2516,4206,753,2.0,
2517,9764,1909,5.0,
2518,4453,1120,8.0,
2519,1573,585,3.0,Bad
2520,8250,995,8.0,Bad
2521,6951,1662,8.0,Great product
2522,7453,1302,5.0,Great product
2523,4958,1686,8.0,Bad
2524,3796,702,1.0,Great product
2525,1869,1005,,Bad
2526,2492,32,0.0,Great product
2527,8698,1372,4.0,Lorem ipsum
2528,4997,1798,4.0,Lorem ipsum
2529,10177,1367,3.0,Bad
2530,6080,1931,8.0,
2531,6385,597,2.0,Bad
2532,532,755,5.0,Lorem ipsum
2533,6461,2079,0.0,
2534,5335,1909,,
2535,9603,795,0.0,Great product
2536,8925,359,0.0,
2537,4775,446,2.0,Bad
2538,223,1920,0.0,Bad
2539,10847,701,5.0,Great product
2540,8595,1246,2.0,Lorem ipsum
2541,4924,539,4.0,Lorem ipsum
2542,5045,348,0.0,Great product
2543,3642,1541,5.0,Bad
2544,5574,368,5.0,
2545,8028,1823,,Bad
2546,9742,781,4.0,Bad
2547,51,333,3.0,Great product
2548,10340,337,0.0,Lorem ipsum
2549,10293,467,4.0,
2550,2166,1027,2.0,Great product
2551,5811,1418,5.0,
2552,9179,1158,1.0,Great product
2553,6178,1434,1.0,Bad
2554,3498,1231,5.0,
2555,7232,519,,Great product
2556,6709,625,,Lorem ipsum
2557,9454,2106,,Great product
2558,10529,484,,Great product
2559,691,752,0.0,Bad
2560,2040,1008,8.0,
2561,142,1082,3.0,Lorem ipsum
2562,8201,1870,5.0,Great product
2563,9824,935,5.0,
2564,28,3,1.0,
2565,568,1954,,Lorem ipsum
2566,5118,1037,8.0,Lorem ipsum
2567,5729,2013,3.0,Great product
2568,2323,1155,3.0,
2569,884,1750,2.0,
2570,9826,1833,4.0,
2571,1057,936,1.0,
2572,5245,1468,8.0,
2573,10538,162,1.0,
2574,2711,1150,8.0,Bad
2575,7245,1687,,
2576,6809,702,4.0,
2577,3635,1743,2.0,Lorem ipsum
2578,9203,947,5.0,
2579,3600,1197,3.0,
2580,225,2032,0.0,
2581,1584,500,4.0,
2582,2838,763,8.0,
2583,8373,1027,2.0,Bad
2584,7175,2174,,Great product
2585,4001,1127,8.0,Lorem ipsum
2586,796,1934,1.0,
2587,7465,758,3.0,
2588,4008,2116,8.0,Lorem ipsum
2589,2349,1695,1.0,
2590,3232,114,0.0,
2591,7142,1653,8.0,
2592,5161,60,8.0,Great product
2593,7211,131,5.0,Bad
2594,3127,1379,,
2595,4004,1746,5.0,Great product
2596,3364,1980,0.0,
2597,5825,842,1.0,Lorem ipsum
2598,7164,794,1.0,Great product
2599,4581,2037,3.0,Great product
2600,618,188,,
2601,5089,910,1.0,
2602,1976,425,8.0,Bad
2603,5967,1120,2.0,Bad
2604,3177,1184,,
2605,8236,1215,1.0,Bad
2606,10122,211,,
2607,220,1551,3.0,
2608,6981,542,3.0,Bad
2609,8761,2096,1.0,Great product
2610,9225,387,3.0,Lorem ipsum
2611,9269,2018,3.0,
2612,832,1511,0.0,Lorem ipsum
2613,9196,615,2.0,Great product
2614,7792,1276,2.0,Great product
2615,8107,953,4.0,Bad
2616,10953,1627,3.0,
2617,7049,219,3.0,Bad
2618,4109,2149,2.0,
2619,2696,670,5.0,
2620,1737,1476,0.0,
2621,6594,92,4.0,
2622,1233,1714,3.0,Bad
2623,3305,1016,3.0,
2624,6109,187,0.0,Lorem ipsum
2625,3100,653,8.0,Great product
2626,1714,2186,3.0,Bad
2627,2620,1286,1.0,Great product
2628,4259,1176,0.0,
2629,9262,1425,5.0,
2630,9880,843,2.0,
2631,5676,623,2.0,Bad
2632,4688,1324,1.0,Lorem ipsum
2633,1818,532,2.0,
2634,5511,1276,3.0,Great product
2635,5674,1288,1.0,Bad
2636,3180,874,5.0,Great product
2637,10379,96,5.0,Great product
2638,6396,1170,2.0,
2639,1914,882,4.0,Bad
2640,6887,1492,1.0,Great product
2641,4801,1933,2.0,Lorem ipsum
2642,1564,716,1.0,Great product
2643,5479,1669,3.0,
2644,7133,1403,,Bad
2645,8892,307,4.0,
2646,165,1800,,Great product
2647,1408,645,0.0,Lorem ipsum
2648,1810,1532,5.0,Lorem ipsum
2649,5497,918,4.0,Lorem ipsum
2650,2376,517,3.0,Great product
2651,4330,1880,1.0,Bad
2652,4945,1142,4.0,Bad
2653,4383,636,2.0,Lorem ipsum
2654,9118,105,1.0,Great product
2655,7994,445,4.0,Bad
2656,8679,2188,5.0,
2657,2966,1514,,Lorem ipsum
2658,7333,435,,Great product
2659,5601,1080,2.0,Lorem ipsum
2660,2474,1975,5.0,Great product
2661,6591,148,4.0,
2662,5341,638,2.0,Great product
2663,9448,222,5.0,
2664,4233,732,8.0,Lorem ipsum
2665,3121,69,3.0,Lorem ipsum
2666,127,674,2.0,
2667,5465,588,2.0,Lorem ipsum
2668,3866,1535,5.0,Great product
2669,7070,1018,1.0,
2670,10853,2005,8.0,Great product
2671,3520,276,1.0,
2672,4586,2113,0.0,Lorem ipsum
2673,63,531,5.0,Great product
2674,3435,1425,8.0,
2675,6882,1462,,Great product
2676,2694,432,3.0,
2677,405,1546,4.0,
2678,10761,150,5.0,Great product
2679,10737,1168,0.0,Great product
2680,2976,2,3.0,Bad
2681,608,88,4.0,Bad
2682,948,1326,3.0,Bad
2683,815,327,5.0,Lorem ipsum
2684,7777,1539,1.0,
2685,1474,1852,8.0,Lorem ipsum
2686,4883,335,0.0,Great product
2687,963,2160,0.0,Bad
2688,2629,770,3.0,
2689,5427,1256,5.0,
2690,5061,1902,,
2691,5966,1165,5.0,
2692,5727,1895,,
2693,3409,1784,0.0,
2694,9143,189,4.0,Lorem ipsum
2695,598,1086,1.0,Bad
2696,6397,2081,3.0,Great product
2697,6663,2189,3.0,
2698,1261,1529,5.0,Bad
2699,5923,380,4.0,Lorem ipsum
2700,9277,1324,8.0,Great product
2701,7900,221,4.0,Great product
2702,1210,1338,1.0,
2703,10869,1756,4.0,Great product
2704,6594,932,,
2705,5160,1317,4.0,Lorem ipsum
2706,3511,2018,1.0,Bad
2707,10618,1099,,
2708,9319,259,5.0,
2709,2541,619,2.0,
2710,5111,359,2.0,
2711,2239,972,3.0,
2712,1284,947,,
2713,10693,1035,2.0,Lorem ipsum
2714,505,235,3.0,Lorem ipsum
2715,1316,184,4.0,
2716,4844,1941,,Bad
2717,10813,1951,0.0,
2718,6935,1745,3.0,Great product
2719,10440,1744,3.0,Bad
2720,561,1816,1.0,Bad
2721,6213,2097,2.0,
2722,5278,1451,2.0,
2723,9717,1368,3.0,
2724,3745,802,8.0,Great product
2725,10832,351,2.0,Lorem ipsum
2726,10286,639,3.0,Lorem ipsum
2727,6806,1367,3.0,Bad
2728,9288,1632,0.0,
2729,9577,2104,0.0,
2730,3293,655,4.0,Great product
2731,6979,1692,1.0,Lorem ipsum
2732,3165,1130,1.0,
2733,3912,2041,1.0,
2734,1265,1896,5.0,Great product
2735,82,1001,1.0,
2736,6653,2135,5.0,Bad
2737,6088,1719,1.0,Bad
2738,9970,1389,2.0,Bad
2739,324,1041,3.0,Bad
2740,10812,625,4.0,
2741,9764,1109,8.0,Lorem ipsum
2742,4226,1394,0.0,Great product
2743,6734,2106,1.0,Lorem ipsum
2744,2999,756,0.0,
2745,4849,1567,2.0,Bad
2746,4272,10,2.0,Great product
2747,8964,1979,3.0,Lorem ipsum
2748,5153,526,8.0,
2749,448,118,,
2750,4479,1889,0.0,Lorem ipsum
2751,2496,598,1.0,Lorem ipsum
2752,3824,794,3.0,
2753,3793,1740,0.0,
2754,2565,213,0.0,
2755,8816,1734,2.0,Bad
2756,2691,356,4.0,Bad
2757,2500,1117,2.0,
2758,5700,2042,8.0,
2759,3406,1211,0.0,Bad
2760,7555,44,,Bad
2761,5113,1239,0.0,Bad
2762,5879,1649,,
2763,3863,504,4.0,
2764,8538,2030,5.0,
2765,7842,1186,3.0,
2766,8896,925,2.0,
2767,4323,1763,1.0,Bad
2768,10169,363,4.0,Lorem ipsum
2769,2926,1597,2.0,Bad
2770,308,624,1.0,Lorem ipsum
2771,1884,1042,2.0,Bad
2772,2616,1003,4.0,Bad
2773,1785,247,8.0,Bad
2774,3452,854,1.0,Great product
2775,5598,294,,Great product
2776,5741,1694,3.0,Lorem ipsum
2777,9726,1621,5.0,
2778,10043,139,4.0,
2779,5481,1139,3.0,Lorem ipsum
2780,7944,1128,0.0,
2781,10558,1401,,
2782,2460,1041,5.0,Great product
2783,6538,2009,0.0,
2784,9954,374,2.0,
2785,5632,1801,2.0,Bad
2786,7721,1986,3.0,Lorem ipsum
2787,1231,1282,2.0,Bad
2788,8118,1775,2.0,Great product
2789,8142,1128,3.0,Bad
2790,7039,2018,,Bad
2791,10049,469,1.0,Bad
2792,10916,593,3.0,Lorem ipsum
2793,2089,499,0.0,Bad
2794,6966,2079,5.0,Lorem ipsum
2795,7114,1964,5.0,
2796,9771,581,8.0,Bad
2797,5035,1135,4.0,
2798,3430,1155,1.0,Lorem ipsum
2799,8071,1186,4.0,Great product
2800,1829,2184,4.0,Great product
2801,9536,1622,8.0,Bad
2802,1057,781,2.0,Bad
2803,10350,1342,4.0,
2804,3103,788,,
2805,4681,2064,2.0,Great product
2806,3302,800,,Lorem ipsum
2807,2354,356,8.0,Bad
2808,6367,1046,4.0,
2809,2846,607,,Bad
2810,2102,1233,8.0,
2811,7898,1356,4.0,Lorem ipsum
2812,3001,708,0.0,Great product
2813,8908,899,2.0,Bad
2814,6810,2012,,Lorem ipsum
2815,2344,1028,5.0,
2816,819,1699,5.0,Great product
2817,7789,652,1.0,
2818,3524,604,3.0,Bad
2819,7021,1172,3.0,Bad
2820,3057,191,1.0,
2821,9747,1560,,Great product
2822,1856,760,5.0,Great product
2823,9530,440,1.0,Lorem ipsum
2824,7457,1544,2.0,Bad
2825,6113,1243,,Bad
2826,9262,1445,4.0,Great product
2827,5798,1429,3.0,
2828,4422,203,5.0,
2829,4221,795,2.0,
2830,4004,731,1.0,
2831,1504,1243,0.0,
2832,2241,321,3.0,
2833,2972,1822,5.0,
2834,9684,1756,0.0,
2835,6824,307,8.0,Lorem ipsum
2836,7881,867,3.0,
2837,2762,1759,5.0,
2838,504,1940,5.0,Lorem ipsum
2839,5759,1594,2.0,Great product
2840,9960,993,8.0,Great product
2841,8044,214,1.0,
2842,7109,1489,1.0,Great product
2843,4550,1675,1.0,
2844,5253,980,3.0,Great product
2845,4669,1115,0.0,Lorem ipsum
2846,8803,749,2.0,
2847,9462,843,8.0,Great product
2848,1465,2127,0.0,
2849,4351,1757,0.0,Great product
2850,1109,623,2.0,Bad
2851,9916,715,0.0,
2852,8894,1960,0.0,
2853,10074,1788,2.0,
2854,3175,1294,2.0,Bad
2855,7454,1401,5.0,
2856,3314,22,4.0,Lorem ipsum
2857,557,746,4.0,Great product
2858,6644,148,0.0,Bad
2859,8896,584,5.0,Great product
2860,8464,1626,0.0,Lorem ipsum
2861,3165,74,,
2862,5310,1853,2.0,
2863,5672,1424,0.0,
2864,3841,911,0.0,
2865,3702,2148,4.0,
2866,3419,2150,1.0,
2867,10117,1250,0.0,
2868,3973,462,4.0,
2869,5822,791,,Bad
2870,1381,1707,1.0,
2871,8661,1417,0.0,
2872,6937,1335,8.0,Great product
2873,4424,1382,1.0,Great product
2874,4436,1418,2.0,
2875,10954,949,1.0,
2876,1981,66,4.0,Great product
2877,4985,1237,,
2878,490,710,5.0,Great product
2879,3043,419,2.0,Bad
2880,7624,109,2.0,
2881,8844,1766,5.0,Lorem ipsum
2882,10371,1799,5.0,
2883,4595,512,4.0,
2884,8075,1584,8.0,Lorem ipsum
2885,1335,1730,4.0,
2886,2955,955,8.0,Bad
2887,8335,1229,3.0,Bad
2888,46,421,4.0,Great product
2889,4068,1509,4.0,Lorem ipsum
2890,2401,520,3.0,Great product
